carat,cut,color,clarity,depth,table,price,x,y,z,log_price,cut_encoded,color_encoded,clarity_encoded
0.5,Very Good,D,VS2,61.2,55.0,1682,5.07,5.12,3.12,7.427738840532894,2,6,3
0.56,Ideal,G,VS1,60.7,57.0,1682,5.27,5.34,3.22,7.427738840532894,4,3,4
0.55,Ideal,F,VS1,60.3,57.0,1682,5.32,5.37,3.23,7.427738840532894,4,4,4
0.51,Ideal,E,SI1,61.5,57.0,1682,5.11,5.16,3.16,7.427738840532894,4,5,2
0.55,Good,F,VS1,59.5,62.0,1682,5.3,5.35,3.17,7.427738840532894,1,4,4
0.64,Premium,E,SI1,61.2,62.0,1682,5.56,5.52,3.39,7.427738840532894,3,5,2
0.52,Ideal,E,SI1,61.0,57.0,1682,5.22,5.2,3.18,7.427738840532894,4,5,2
0.58,Ideal,E,VS2,62.3,54.0,1683,5.39,5.43,3.37,7.428333194190806,4,5,3
0.58,Ideal,E,VS2,61.7,57.0,1683,5.35,5.42,3.32,7.428333194190806,4,5,3
0.43,Ideal,G,IF,61.3,55.0,1683,4.86,4.89,2.99,7.428333194190806,4,3,7
0.53,Ideal,F,VS2,62.3,55.0,1683,5.2,5.17,3.23,7.428333194190806,4,4,3
0.53,Ideal,D,SI1,62.3,56.0,1683,5.18,5.15,3.22,7.428333194190806,4,6,2
0.53,Ideal,D,SI1,62.0,57.0,1683,5.23,5.19,3.23,7.428333194190806,4,6,2
0.5,Premium,D,VS2,61.1,58.0,1683,5.18,5.09,3.14,7.428333194190806,3,6,3
0.54,Ideal,E,VS2,61.8,55.0,1684,5.26,5.22,3.24,7.428927194802272,4,5,3
0.57,Ideal,F,VS2,61.6,56.0,1684,5.37,5.34,3.3,7.428927194802272,4,4,3
0.54,Premium,G,VS1,61.1,59.0,1684,5.2,5.24,3.19,7.428927194802272,3,3,4
0.57,Ideal,D,SI1,61.4,55.0,1684,5.34,5.35,3.28,7.428927194802272,4,6,2
0.5,Ideal,H,VVS1,61.4,57.0,1684,5.08,5.11,3.12,7.428927194802272,4,2,6
0.59,Ideal,D,SI1,62.1,56.0,1684,5.36,5.4,3.34,7.428927194802272,4,6,2
0.54,Ideal,G,VS1,61.4,57.0,1684,5.23,5.2,3.2,7.428927194802272,4,3,4
0.5,Premium,E,VS2,59.3,62.0,1684,5.25,5.18,3.09,7.428927194802272,3,5,3
0.56,Ideal,F,SI1,61.1,55.9,1685,5.33,5.35,3.26,7.429520842786462,4,4,2
0.54,Good,G,VS1,60.8,62.0,1685,5.22,5.24,3.18,7.429520842786462,1,3,4
0.56,Very Good,G,VS1,60.2,56.0,1686,5.35,5.37,3.23,7.430114138561801,2,3,4
0.55,Ideal,H,VS1,61.2,56.0,1686,5.26,5.3,3.23,7.430114138561801,4,2,4
0.81,Fair,H,SI2,66.2,58.0,1687,5.78,5.74,3.81,7.430707082545968,0,2,1
0.51,Ideal,D,SI1,60.4,55.0,1687,5.48,5.18,3.16,7.430707082545968,4,6,2
0.56,Ideal,H,VS2,62.4,56.0,1687,5.27,5.23,3.28,7.430707082545968,4,2,3
0.51,Ideal,F,VS2,61.4,56.0,1687,5.16,5.13,3.16,7.430707082545968,4,4,3
0.51,Ideal,F,VS2,60.6,56.0,1687,5.19,5.17,3.14,7.430707082545968,4,4,3
0.51,Premium,F,VS2,61.0,58.0,1687,5.17,5.1,3.13,7.430707082545968,3,4,3
0.51,Premium,F,VS2,62.1,58.0,1687,5.12,5.09,3.17,7.430707082545968,3,4,3
0.51,Ideal,F,VS2,62.9,55.0,1687,5.12,5.08,3.21,7.430707082545968,4,4,3
0.51,Ideal,F,VS2,62.9,57.0,1687,5.11,5.09,3.21,7.430707082545968,4,4,3
0.51,Ideal,D,SI1,61.8,55.0,1687,5.18,5.14,3.19,7.430707082545968,4,6,2
0.51,Premium,D,SI1,60.1,60.0,1687,5.17,5.15,3.1,7.430707082545968,3,6,2
0.51,Premium,D,SI1,61.0,60.0,1687,5.18,5.15,3.15,7.430707082545968,3,6,2
0.51,Premium,D,SI1,60.3,59.0,1687,5.22,5.2,3.14,7.430707082545968,3,6,2
0.51,Premium,D,SI1,62.3,57.0,1687,5.13,5.08,3.18,7.430707082545968,3,6,2
0.51,Ideal,D,SI1,62.4,57.0,1687,5.13,5.09,3.19,7.430707082545968,4,6,2
0.51,Ideal,D,SI1,61.6,56.0,1687,5.12,5.1,3.15,7.430707082545968,4,6,2
0.51,Ideal,D,SI1,61.7,55.0,1687,5.16,5.11,3.17,7.430707082545968,4,6,2
0.51,Premium,D,SI1,61.6,58.0,1687,5.14,5.12,3.16,7.430707082545968,3,6,2
0.51,Premium,D,SI1,60.9,59.0,1687,5.19,5.13,3.14,7.430707082545968,3,6,2
0.51,Premium,D,SI1,60.1,60.0,1687,5.18,5.14,3.1,7.430707082545968,3,6,2
0.51,Ideal,D,SI1,62.8,56.0,1687,5.09,5.07,3.19,7.430707082545968,4,6,2
0.51,Ideal,F,VS2,63.2,57.0,1687,5.08,5.05,3.2,7.430707082545968,4,4,3
0.54,Premium,E,VS2,59.0,60.0,1687,5.38,5.32,3.15,7.430707082545968,3,5,3
0.56,Very Good,H,VS1,59.8,56.0,1688,5.35,5.38,3.21,7.431299675155903,2,2,4
0.5,Very Good,D,VS2,63.0,57.0,1688,5.03,5.06,3.18,7.431299675155903,2,6,3
0.64,Very Good,F,SI1,60.7,59.0,1688,5.51,5.59,3.37,7.431299675155903,2,4,2
0.53,Good,F,VS1,64.2,56.0,1688,5.11,5.14,3.29,7.431299675155903,1,4,4
0.52,Ideal,E,VS2,62.6,57.0,1689,5.09,5.17,3.21,7.4318919168078,4,5,3
0.52,Good,G,VS1,63.3,55.0,1689,5.09,5.12,3.23,7.4318919168078,1,3,4
0.52,Ideal,E,VS2,61.8,55.0,1689,5.17,5.19,3.2,7.4318919168078,4,5,3
0.52,Ideal,G,VS1,62.3,55.0,1689,5.14,5.16,3.21,7.4318919168078,4,3,4
0.52,Ideal,E,VS2,61.1,57.0,1689,5.18,5.2,3.17,7.4318919168078,4,5,3
0.52,Ideal,E,VS2,59.5,57.0,1689,5.25,5.27,3.13,7.4318919168078,4,5,3
0.52,Premium,G,VS1,61.2,60.0,1689,5.13,5.19,3.16,7.4318919168078,3,3,4
0.52,Premium,E,VS2,60.7,58.0,1689,5.17,5.21,3.15,7.4318919168078,3,5,3
0.52,Very Good,E,VS2,60.3,60.0,1689,5.17,5.21,3.13,7.4318919168078,2,5,3
0.52,Very Good,E,VS2,62.5,56.0,1689,5.15,5.18,3.23,7.4318919168078,2,5,3
0.52,Ideal,E,VS2,62.2,56.0,1689,5.11,5.15,3.19,7.4318919168078,4,5,3
0.52,Ideal,E,VS2,61.1,55.0,1689,5.2,5.27,3.2,7.4318919168078,4,5,3
0.52,Ideal,G,VS1,62.7,56.0,1689,5.14,5.16,3.23,7.4318919168078,4,3,4
0.52,Very Good,G,VS1,61.1,58.0,1689,5.16,5.19,3.16,7.4318919168078,2,3,4
0.52,Premium,G,VS1,62.4,59.0,1689,5.13,5.16,3.21,7.4318919168078,3,3,4
0.52,Ideal,E,VS2,61.7,55.0,1689,5.16,5.21,3.2,7.4318919168078,4,5,3
0.52,Very Good,G,VS1,61.7,56.0,1689,5.17,5.21,3.2,7.4318919168078,2,3,4
0.52,Ideal,G,VS1,61.1,55.0,1689,5.15,5.19,3.16,7.4318919168078,4,3,4
0.52,Ideal,G,VS1,61.8,55.0,1689,5.17,5.21,3.21,7.4318919168078,4,3,4
0.52,Very Good,G,VS1,62.4,60.0,1689,5.11,5.12,3.19,7.4318919168078,2,3,4
0.52,Ideal,G,VS1,60.9,55.0,1689,5.16,5.22,3.16,7.4318919168078,4,3,4
0.52,Ideal,E,VS2,61.2,56.0,1689,5.16,5.23,3.18,7.4318919168078,4,5,3
0.52,Ideal,G,VS1,62.4,56.0,1689,5.11,5.15,3.2,7.4318919168078,4,3,4
0.52,Ideal,G,VS1,62.7,57.0,1689,5.12,5.15,3.22,7.4318919168078,4,3,4
0.52,Ideal,E,VS2,62.0,55.0,1689,5.14,5.19,3.2,7.4318919168078,4,5,3
0.52,Ideal,E,VS2,61.9,56.0,1689,5.12,5.16,3.18,7.4318919168078,4,5,3
0.57,Premium,F,VS1,59.9,59.0,1689,5.35,5.4,3.22,7.4318919168078,3,4,4
0.52,Very Good,E,VS2,60.9,57.0,1689,5.17,5.2,3.16,7.4318919168078,2,5,3
0.52,Premium,G,VS1,62.6,59.0,1689,5.08,5.11,3.19,7.4318919168078,3,3,4
0.52,Very Good,E,VS2,62.3,57.0,1689,5.1,5.17,3.2,7.4318919168078,2,5,3
0.52,Ideal,E,VS2,60.9,57.0,1689,5.21,5.23,3.18,7.4318919168078,4,5,3
0.52,Ideal,H,VS2,61.7,55.0,1689,5.2,5.23,3.22,7.4318919168078,4,2,3
0.52,Ideal,D,VS2,62.1,57.0,1689,5.13,5.17,3.2,7.4318919168078,4,6,3
0.51,Ideal,G,VS1,62.4,57.0,1689,5.1,5.13,3.19,7.4318919168078,4,3,4
0.56,Ideal,I,IF,61.9,54.0,1689,5.29,5.34,3.29,7.4318919168078,4,1,7
0.53,Ideal,E,VS2,62.1,54.6,1690,5.19,5.21,3.23,7.432483807917119,4,5,3
0.5,Ideal,D,VS2,61.9,55.0,1690,5.09,5.12,3.16,7.432483807917119,4,6,3
0.5,Ideal,D,VS2,61.9,57.0,1690,5.08,5.1,3.15,7.432483807917119,4,6,3
0.58,Ideal,G,SI1,61.5,56.0,1690,5.35,5.38,3.3,7.432483807917119,4,3,2
0.5,Good,G,VVS2,61.2,63.3,1690,5.06,5.08,3.1,7.432483807917119,1,3,5
0.47,Good,E,VVS1,64.0,62.0,1690,4.9,4.97,3.16,7.432483807917119,1,5,6
0.5,Good,E,VS1,60.3,62.0,1690,5.1,5.11,3.08,7.432483807917119,1,5,4
0.71,Premium,J,SI1,62.4,61.0,1690,5.68,5.63,3.53,7.432483807917119,3,0,2
0.61,Ideal,D,SI2,59.9,57.0,1690,5.55,5.53,3.32,7.432483807917119,4,6,1
0.71,Fair,G,SI2,65.6,56.0,1691,5.54,5.49,3.63,7.43307534889858,0,3,1
0.54,Premium,F,VS2,62.4,58.0,1691,5.25,5.2,3.26,7.43307534889858,3,4,3
0.57,Ideal,G,VS2,61.5,55.0,1691,5.33,5.37,3.29,7.43307534889858,4,3,3
0.5,Ideal,F,VS2,62.7,56.0,1691,5.07,5.1,3.19,7.43307534889858,4,4,3
0.56,Ideal,H,VS1,62.2,55.3,1691,5.26,5.31,3.28,7.43307534889858,4,2,4
0.52,Ideal,G,VS1,60.8,55.0,1691,5.2,5.26,3.18,7.43307534889858,4,3,4
0.51,Ideal,G,VS1,61.9,56.0,1691,5.12,5.16,3.18,7.43307534889858,4,3,4
0.56,Ideal,E,SI1,61.6,56.0,1691,5.29,5.33,3.27,7.43307534889858,4,5,2
0.69,Fair,G,SI2,65.4,63.0,1691,5.49,5.43,3.57,7.43307534889858,0,3,1
0.7,Fair,J,VVS1,67.6,54.0,1691,5.56,5.41,3.71,7.43307534889858,0,0,6
0.5,Very Good,F,VS1,62.0,58.0,1692,5.08,5.11,3.16,7.433666540166168,2,4,4
0.55,Very Good,D,SI1,60.7,58.0,1692,5.24,5.3,3.2,7.433666540166168,2,6,2
0.55,Very Good,D,SI1,61.2,58.0,1692,5.24,5.29,3.22,7.433666540166168,2,6,2
0.55,Ideal,F,VS2,61.7,57.0,1692,5.24,5.29,3.25,7.433666540166168,4,4,3
0.55,Ideal,F,VS2,61.1,57.0,1692,5.27,5.3,3.23,7.433666540166168,4,4,3
0.55,Ideal,F,VS2,61.1,56.0,1692,5.27,5.31,3.23,7.433666540166168,4,4,3
0.55,Premium,D,SI1,61.0,58.0,1692,5.27,5.29,3.22,7.433666540166168,3,6,2
0.55,Ideal,F,VS2,61.7,56.0,1692,5.26,5.3,3.26,7.433666540166168,4,4,3
0.55,Very Good,F,VS2,61.7,56.0,1692,5.25,5.29,3.25,7.433666540166168,2,4,3
0.55,Ideal,D,SI1,60.6,56.0,1692,5.27,5.32,3.21,7.433666540166168,4,6,2
0.61,Ideal,J,VVS1,60.9,56.0,1692,5.45,5.51,3.34,7.433666540166168,4,0,6
0.53,Ideal,G,VS1,62.2,55.0,1692,5.18,5.21,3.23,7.433666540166168,4,3,4
0.69,Fair,I,VS1,57.9,63.0,1692,5.73,5.77,3.33,7.433666540166168,0,1,4
0.53,Very Good,F,VS2,59.2,58.0,1693,5.29,5.31,3.14,7.4342573821331355,2,4,3
0.4,Ideal,D,VVS2,61.2,56.0,1693,4.76,4.78,2.92,7.4342573821331355,4,6,5
0.32,Good,E,SI1,63.3,55.0,524,4.33,4.36,2.75,6.261491684321042,1,5,2
0.3,Very Good,H,VVS2,61.5,57.0,525,4.32,4.36,2.66,6.263398262591624,2,2,5
0.28,Very Good,H,VVS1,62.9,54.0,525,4.2,4.23,2.65,6.263398262591624,2,2,6
0.25,Very Good,G,VVS1,61.7,56.0,525,4.07,4.09,2.51,6.263398262591624,2,3,6
0.25,Very Good,G,VVS1,63.0,54.0,525,4.02,4.04,2.54,6.263398262591624,2,3,6
0.25,Very Good,G,VVS1,61.8,56.0,525,4.03,4.06,2.5,6.263398262591624,2,3,6
0.25,Very Good,G,VVS1,60.6,55.0,525,4.12,4.14,2.5,6.263398262591624,2,3,6
0.25,Very Good,G,VVS1,61.8,57.0,525,4.04,4.07,2.5,6.263398262591624,2,3,6
0.25,Very Good,G,VVS1,61.4,56.0,525,4.04,4.07,2.49,6.263398262591624,2,3,6
0.23,Very Good,F,VVS1,60.7,55.0,525,3.98,4.0,2.42,6.263398262591624,2,4,6
0.36,Ideal,J,VVS2,61.7,55.0,525,4.61,4.63,2.85,6.263398262591624,4,0,5
0.25,Ideal,G,VVS2,62.0,54.0,525,4.05,4.08,2.52,6.263398262591624,4,3,5
0.25,Ideal,G,VVS2,62.1,57.0,525,4.01,4.07,2.5,6.263398262591624,4,3,5
0.25,Ideal,G,VVS2,61.5,56.0,525,4.06,4.08,2.5,6.263398262591624,4,3,5
0.25,Ideal,G,VVS2,62.1,56.0,525,4.02,4.05,2.5,6.263398262591624,4,3,5
0.25,Ideal,G,VVS2,61.9,55.0,525,4.07,4.1,2.53,6.263398262591624,4,3,5
0.25,Ideal,H,VVS1,60.2,56.0,525,4.1,4.11,2.47,6.263398262591624,4,2,6
0.25,Ideal,H,VVS1,62.4,55.0,525,4.04,4.08,2.53,6.263398262591624,4,2,6
0.29,Ideal,G,VS2,61.6,56.0,525,4.26,4.29,2.63,6.263398262591624,4,3,3
0.29,Ideal,G,VS2,60.7,55.0,525,4.31,4.35,2.63,6.263398262591624,4,3,3
0.38,Ideal,J,SI1,62.0,54.0,525,4.66,4.7,2.9,6.263398262591624,4,0,2
0.38,Ideal,J,SI1,62.0,54.0,525,4.67,4.71,2.91,6.263398262591624,4,0,2
0.38,Ideal,J,SI1,61.8,54.0,525,4.68,4.7,2.9,6.263398262591624,4,0,2
0.25,Ideal,H,IF,61.4,57.0,525,4.05,4.08,2.49,6.263398262591624,4,2,7
0.25,Premium,E,VS2,59.7,61.0,525,4.1,4.08,2.44,6.263398262591624,3,5,3
0.25,Very Good,E,VVS2,63.1,55.0,526,3.98,4.04,2.53,6.26530121273771,2,5,5
0.25,Very Good,E,VVS1,60.1,57.0,526,4.08,4.11,2.46,6.26530121273771,2,5,6
0.3,Very Good,E,SI1,59.7,59.9,526,4.36,4.4,2.61,6.26530121273771,2,5,2
0.25,Very Good,F,IF,63.3,59.0,526,3.99,4.04,2.54,6.26530121273771,2,4,7
0.24,Ideal,F,VVS2,62.4,55.0,526,3.99,4.02,2.5,6.26530121273771,4,4,5
0.54,Premium,F,SI1,62.3,58.0,1693,5.26,5.2,3.26,7.4342573821331355,3,4,2
0.5,Very Good,G,VS1,61.0,58.0,1694,5.08,5.15,3.12,7.434847875211999,2,3,4
0.59,Ideal,D,SI1,61.2,56.0,1694,5.38,5.43,3.31,7.434847875211999,4,6,2
0.59,Good,D,SI1,63.7,56.0,1694,5.32,5.35,3.4,7.434847875211999,1,6,2
0.52,Ideal,G,VS1,62.8,55.0,1694,5.16,5.13,3.23,7.434847875211999,4,3,4
0.52,Ideal,G,VS1,63.0,54.0,1694,5.17,5.12,3.24,7.434847875211999,4,3,4
0.53,Ideal,D,VS2,61.8,57.0,1694,5.17,5.21,3.21,7.434847875211999,4,6,3
0.52,Ideal,G,VS1,61.3,56.0,1694,5.2,5.17,3.18,7.434847875211999,4,3,4
0.52,Ideal,E,VS2,61.4,54.0,1694,5.23,5.2,3.2,7.434847875211999,4,5,3
0.52,Ideal,E,VS2,61.5,56.0,1694,5.2,5.18,3.19,7.434847875211999,4,5,3
0.52,Ideal,E,VS2,61.3,57.0,1694,5.22,5.19,3.19,7.434847875211999,4,5,3
0.52,Ideal,E,VS2,62.1,56.0,1694,5.2,5.17,3.22,7.434847875211999,4,5,3
0.52,Ideal,E,VS2,60.4,57.0,1694,5.22,5.17,3.14,7.434847875211999,4,5,3
0.52,Very Good,E,VS2,63.4,57.0,1694,5.16,5.12,3.26,7.434847875211999,2,5,3
0.52,Premium,E,VS2,61.6,59.0,1694,5.16,5.14,3.17,7.434847875211999,3,5,3
0.52,Premium,E,VS2,62.5,60.0,1694,5.14,5.1,3.2,7.434847875211999,3,5,3
0.52,Ideal,E,VS2,61.7,57.0,1694,5.17,5.1,3.17,7.434847875211999,4,5,3
0.56,Ideal,H,VS2,61.8,54.0,1694,5.34,5.31,3.29,7.434847875211999,4,2,3
0.52,Ideal,H,VVS1,62.4,55.0,1695,5.11,5.15,3.2,7.43543801981455,4,2,6
0.5,Ideal,E,VS2,61.3,55.0,1695,5.13,5.15,3.15,7.43543801981455,4,5,3
0.54,Ideal,E,VS2,61.6,59.0,1695,5.21,5.24,3.22,7.43543801981455,4,5,3
0.53,Ideal,G,VS1,61.9,55.0,1695,5.22,5.25,3.24,7.43543801981455,4,3,4
0.5,Ideal,F,VS1,61.6,57.0,1695,5.07,5.09,3.13,7.43543801981455,4,4,4
0.5,Ideal,F,VS1,61.2,56.0,1695,5.13,5.17,3.15,7.43543801981455,4,4,4
0.55,Good,E,VS2,59.8,61.0,1695,5.29,5.32,3.17,7.43543801981455,1,5,3
0.54,Ideal,H,VVS2,61.1,56.0,1696,5.23,5.28,3.21,7.4360278163518485,4,2,5
0.54,Ideal,H,VVS2,61.8,56.0,1696,5.25,5.27,3.25,7.4360278163518485,4,2,5
0.71,Premium,I,SI2,62.1,58.0,1696,5.7,5.67,3.53,7.4360278163518485,3,1,1
0.7,Fair,D,SI2,71.6,55.0,1696,5.47,5.28,3.85,7.4360278163518485,0,6,1
0.51,Very Good,F,VS1,62.4,59.0,1697,5.04,5.09,3.16,7.436617265234227,2,4,4
0.51,Very Good,E,VS1,60.4,59.0,1697,5.16,5.2,3.13,7.436617265234227,2,5,4
0.53,Ideal,F,VS1,60.7,55.0,1697,5.32,5.25,3.21,7.436617265234227,4,4,4
0.51,Ideal,E,VS1,61.8,55.0,1697,5.15,5.18,3.19,7.436617265234227,4,5,4
0.7,Good,H,SI2,64.2,58.0,1697,5.56,5.6,3.58,7.436617265234227,1,2,1
0.7,Fair,I,SI1,65.8,57.0,1697,5.46,5.55,3.62,7.436617265234227,0,1,2
0.54,Very Good,G,VS1,63.6,56.0,1698,5.17,5.24,3.31,7.437206366871292,2,3,4
0.51,Very Good,H,SI1,61.0,55.0,1698,5.18,5.21,3.17,7.437206366871292,2,2,2
0.5,Premium,E,VS1,58.8,62.0,1698,5.17,5.14,3.03,7.437206366871292,3,5,4
0.59,Ideal,I,VVS1,61.6,55.0,1698,5.4,5.45,3.34,7.437206366871292,4,1,6
0.58,Ideal,E,VS2,60.9,59.0,1698,5.36,5.44,3.29,7.437206366871292,4,5,3
0.57,Ideal,E,VS2,62.2,55.0,1698,5.3,5.34,3.31,7.437206366871292,4,5,3
0.6,Ideal,D,SI1,61.4,55.0,1698,5.43,5.45,3.34,7.437206366871292,4,6,2
0.56,Ideal,I,VVS1,62.0,56.0,1698,5.29,5.26,3.27,7.437206366871292,4,1,6
0.56,Premium,I,VVS1,62.4,56.0,1698,5.28,5.24,3.28,7.437206366871292,3,1,6
0.56,Ideal,I,VVS1,62.0,57.0,1698,5.33,5.29,3.29,7.437206366871292,4,1,6
0.56,Ideal,G,VS2,62.1,56.0,1698,5.31,5.29,3.29,7.437206366871292,4,3,3
0.56,Ideal,G,VS2,61.0,57.0,1698,5.34,5.32,3.25,7.437206366871292,4,3,3
0.56,Ideal,H,VS1,62.8,56.0,1698,5.28,5.23,3.3,7.437206366871292,4,2,4
0.56,Ideal,G,VS2,61.2,56.0,1698,5.33,5.29,3.25,7.437206366871292,4,3,3
0.56,Ideal,G,VS2,61.7,56.0,1698,5.34,5.3,3.28,7.437206366871292,4,3,3
0.56,Ideal,G,VS2,60.6,57.0,1698,5.36,5.33,3.24,7.437206366871292,4,3,3
0.56,Premium,G,VS2,60.9,58.0,1698,5.36,5.34,3.26,7.437206366871292,3,3,3
0.56,Premium,G,VS2,62.5,57.0,1698,5.28,5.25,3.29,7.437206366871292,3,3,3
0.56,Ideal,G,VS2,62.0,56.0,1698,5.3,5.28,3.28,7.437206366871292,4,3,3
0.56,Ideal,G,VS2,61.9,55.0,1698,5.32,5.28,3.28,7.437206366871292,4,3,3
0.56,Ideal,E,SI1,62.3,56.0,1698,5.3,5.26,3.29,7.437206366871292,4,5,2
0.56,Ideal,E,SI1,61.7,56.0,1698,5.33,5.3,3.28,7.437206366871292,4,5,2
0.56,Ideal,E,SI1,60.9,56.0,1698,5.35,5.32,3.25,7.437206366871292,4,5,2
0.56,Ideal,E,SI1,62.7,57.0,1698,5.27,5.23,3.29,7.437206366871292,4,5,2
0.55,Ideal,F,VS2,61.2,55.0,1698,5.3,5.28,3.24,7.437206366871292,4,4,3
0.55,Premium,F,VS2,62.2,58.0,1698,5.26,5.22,3.26,7.437206366871292,3,4,3
0.55,Ideal,F,VS2,62.7,55.0,1698,5.26,5.24,3.29,7.437206366871292,4,4,3
0.55,Premium,D,SI1,61.6,56.0,1698,5.28,5.24,3.24,7.437206366871292,3,6,2
0.55,Premium,D,SI1,62.7,59.0,1698,5.25,5.22,3.28,7.437206366871292,3,6,2
0.6,Premium,E,SI1,60.0,57.0,1698,5.52,5.48,3.3,7.437206366871292,3,5,2
0.72,Very Good,H,SI2,63.3,57.0,1698,5.7,5.67,3.6,7.437206366871292,2,2,1
0.63,Ideal,F,SI1,62.6,56.0,1698,5.53,5.49,3.45,7.437206366871292,4,4,2
0.55,Premium,D,SI1,60.5,60.0,1698,5.3,5.27,3.2,7.437206366871292,3,6,2
0.55,Premium,E,SI1,60.8,58.0,1698,5.32,5.29,3.22,7.437206366871292,3,5,2
0.55,Premium,F,VS2,59.7,58.0,1698,5.37,5.31,3.19,7.437206366871292,3,4,3
0.7,Good,J,SI2,61.6,57.2,1699,5.65,5.68,3.49,7.4377951216719325,1,0,1
0.7,Good,I,SI2,63.4,59.0,1699,5.66,5.57,3.56,7.4377951216719325,1,1,1
0.56,Ideal,E,VS2,62.8,57.0,1699,5.21,5.23,3.28,7.4377951216719325,4,5,3
0.52,Ideal,H,VS1,62.0,55.0,1699,5.15,5.19,3.2,7.4377951216719325,4,2,4
0.52,Ideal,H,VS1,61.0,56.0,1699,5.15,5.23,3.17,7.4377951216719325,4,2,4
0.5,Premium,E,VS2,60.7,59.0,1699,5.13,5.11,3.11,7.4377951216719325,3,5,3
0.5,Premium,E,VS2,60.5,60.0,1699,5.13,5.09,3.09,7.4377951216719325,3,5,3
0.73,Premium,H,SI2,61.2,59.0,1699,5.83,5.77,3.55,7.4377951216719325,3,2,1
0.62,Very Good,D,SI1,62.4,58.0,1700,5.42,5.47,3.4,7.438383530044307,2,6,2
0.53,Ideal,E,VS1,60.9,57.0,1700,5.19,5.25,3.18,7.438383530044307,4,5,4
0.55,Ideal,F,SI1,61.9,55.0,1700,5.25,5.29,3.26,7.438383530044307,4,4,2
0.5,Ideal,E,SI1,61.5,57.0,1700,5.08,5.1,3.13,7.438383530044307,4,5,2
0.52,Good,D,VS2,63.4,56.0,1701,5.09,5.16,3.25,7.438971592395862,1,6,3
0.52,Very Good,D,VS2,59.4,61.0,1701,5.23,5.24,3.11,7.438971592395862,2,6,3
0.52,Good,D,VS2,63.5,57.0,1701,5.08,5.13,3.24,7.438971592395862,1,6,3
0.52,Ideal,D,VS2,62.0,53.0,1701,5.17,5.21,3.22,7.438971592395862,4,6,3
0.5,Good,D,VS1,64.2,55.0,1701,5.01,5.08,3.24,7.438971592395862,1,6,4
0.58,Fair,G,VS1,64.7,60.0,1701,5.23,5.28,3.41,7.438971592395862,0,3,4
0.51,Ideal,H,VVS1,62.7,57.0,1702,5.12,5.15,3.22,7.43955930913332,4,2,6
0.55,Ideal,F,VS2,60.9,57.0,1702,5.3,5.34,3.24,7.43955930913332,4,4,3
0.7,Ideal,I,SI2,61.5,53.0,1702,5.74,5.77,3.54,7.43955930913332,4,1,1
0.5,Very Good,D,VS2,59.1,59.0,1703,5.19,5.24,3.08,7.440146680662688,2,6,3
0.53,Ideal,D,VS2,61.4,55.0,1704,5.24,5.21,3.21,7.440733707389261,4,6,3
0.61,Premium,G,VS1,61.7,60.0,1704,5.46,5.4,3.35,7.440733707389261,3,3,4
0.61,Premium,E,VS2,61.2,62.0,1704,5.48,5.44,3.34,7.440733707389261,3,5,3
0.49,Fair,E,VVS2,65.5,58.0,1705,4.91,4.86,3.2,7.4413203897176174,0,5,5
0.59,Ideal,G,VS2,62.0,57.0,1705,5.31,5.4,3.32,7.4413203897176174,4,3,3
0.58,Ideal,F,SI1,62.2,57.0,1705,5.37,5.33,3.33,7.4413203897176174,4,4,2
0.96,Fair,H,I1,61.1,60.0,1705,6.26,6.07,3.77,7.4413203897176174,0,2,0
0.96,Fair,H,I1,66.9,60.0,1705,6.15,6.04,4.09,7.4413203897176174,0,2,0
0.61,Very Good,I,VS2,62.7,57.0,1706,5.39,5.42,3.39,7.441906728051625,2,1,3
0.56,Very Good,F,VS2,60.8,57.0,1706,5.29,5.33,3.23,7.441906728051625,2,4,3
0.51,Very Good,F,VS1,61.0,59.0,1706,5.16,5.1,3.13,7.441906728051625,2,4,4
0.5,Very Good,H,IF,61.3,60.0,1706,5.08,5.17,3.14,7.441906728051625,2,2,7
0.58,Ideal,F,VS2,60.2,57.0,1706,5.43,5.48,3.28,7.441906728051625,4,4,3
0.61,Ideal,H,VS1,61.6,56.9,1706,5.4,5.49,3.36,7.441906728051625,4,2,4
0.61,Good,H,VS1,60.1,60.3,1706,5.47,5.5,3.29,7.441906728051625,1,2,4
0.53,Ideal,D,SI1,61.2,57.0,1706,5.24,5.19,3.19,7.441906728051625,4,6,2
0.52,Ideal,F,VS1,62.5,57.0,1707,5.17,5.13,3.22,7.442492722794441,4,4,4
0.54,Very Good,E,VS2,61.2,58.0,1707,5.21,5.28,3.21,7.442492722794441,2,5,3
0.52,Ideal,D,VS1,60.9,56.0,1707,5.17,5.21,3.16,7.442492722794441,4,6,4
0.52,Premium,G,VVS2,61.0,58.0,1707,5.15,5.21,3.16,7.442492722794441,3,3,5
0.53,Ideal,E,VS2,60.8,55.0,1707,5.26,5.3,3.21,7.442492722794441,4,5,3
0.53,Ideal,E,VS2,61.4,55.0,1707,5.19,5.24,3.2,7.442492722794441,4,5,3
0.54,Very Good,I,IF,58.8,61.0,1708,5.29,5.35,3.13,7.443078374348516,2,1,7
0.65,Premium,E,SI1,58.5,58.0,1708,5.68,5.64,3.31,7.443078374348516,3,5,2
0.56,Ideal,F,VS2,61.0,55.0,1708,5.33,5.35,3.26,7.443078374348516,4,4,3
